date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:17:26	3748/3748	---M--	200	added ('OK')	image/png	etag:%2259cea577-ea4%22	https://s.tmimgcdn.com/img/logo-touch/apple-touch-icon-60.png?d=fd37f38	D:/EMPRESA/OdomedSalud01/s.tmimgcdn.com/img/logo-touch/apple-touch-icon-604b94.png	(from https://www.templatemonster.com/es/demo/65566.html)
23:17:26	3518/3518	---M--	200	added ('OK')	image/png	etag:%2259cea577-dbe%22	https://s.tmimgcdn.com/img/logo-touch/apple-touch-icon-57.png?d=fd37f38	D:/EMPRESA/OdomedSalud01/s.tmimgcdn.com/img/logo-touch/apple-touch-icon-574b94.png	(from https://www.templatemonster.com/es/demo/65566.html)
23:17:27	6888/6888	---MCZ	200	added ('OK')	text/css	etag:W/%22574836bf-1ae8%22	https://s.tmimgcdn.com/css/owl.carousel.css?d=6a05089	D:/EMPRESA/OdomedSalud01/s.tmimgcdn.com/css/owl.carousel6135.css	(from https://www.templatemonster.com/es/demo/65566.html)
23:17:27	1157859/1157859	---MCZ	200	added ('OK')	text/css	etag:W/%225a1d1e75-11aae3%22	https://s.tmimgcdn.com/css/standalone/livedemo.css?d=6a05089	D:/EMPRESA/OdomedSalud01/s.tmimgcdn.com/css/standalone/livedemo6135.css	(from https://www.templatemonster.com/es/demo/65566.html)
23:17:29	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Fri,%2029%20Dec%202017%2004:17:29%20GMT	http://www.googletagmanager.com/gtm.js?id=	D:/EMPRESA/OdomedSalud01/www.googletagmanager.com/gtm.175445.delayed	(from https://www.templatemonster.com/es/demo/65566.html)
23:17:29	171/171	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2029%20Dec%202017%2004:17:30%20GMT	https://www.templatemonster.com/es/demo/callback_notice=closed;%20expires=03%20Jul%202036%2021:44:38%20GMT;%20domain=.templatemonster.com;%20path=/	D:/EMPRESA/OdomedSalud01/www.templatemonster.com/es/demo/callback_notice=closed;%20expires=03%20Jul%202036%2021_44_38%20GMT;%20domain=.templatemonster.com;%20path=/index.html	(from https://www.templatemonster.com/es/demo/65566.html)
23:17:29	1587/1587	---MCZ	200	added ('OK')	text/css	etag:W/%225458a905-633%22	https://s.tmimgcdn.com/css/owl.theme.css?d=6a05089	D:/EMPRESA/OdomedSalud01/s.tmimgcdn.com/css/owl.theme6135.css	(from https://www.templatemonster.com/es/demo/65566.html)
23:17:29	809/809	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22592d735d-329%22	https://s.tmimgcdn.com/js/tm/frontend/indclude-js.min.js?d=0534616	D:/EMPRESA/OdomedSalud01/s.tmimgcdn.com/js/tm/frontend/indclude-js.minbf77.js	(from https://www.templatemonster.com/es/demo/65566.html)
23:17:30	1856/1856	---MCZ	200	added ('OK')	application/x-javascript	date:Fri,%2029%20Dec%202017%2004:17:31%20GMT	https://www.templatemonster.com/es/js/config.js	D:/EMPRESA/OdomedSalud01/www.templatemonster.com/es/js/config.js	(from https://www.templatemonster.com/es/demo/65566.html)
23:17:31	773953/773953	---MCZ	200	added ('OK')	text/css	etag:W/%225922f216-bcf41%22	https://s.tmimgcdn.com/css/svg-icons.css?d=6a05089	D:/EMPRESA/OdomedSalud01/s.tmimgcdn.com/css/svg-icons6135.css	(from https://www.templatemonster.com/es/demo/65566.html)
23:17:31	1064/1064	---MCZ	200	added ('OK')	text/css	etag:W/%22584fcea5-428%22	https://s.tmimgcdn.com/css/font.css	D:/EMPRESA/OdomedSalud01/s.tmimgcdn.com/css/font.css	(from https://s.tmimgcdn.com/css/standalone/livedemo.css?d=6a05089)
23:17:31	1563276/1563276	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225a40ce2a-17da8c%22	https://s.tmimgcdn.com/js/plasma-pocket-react/monsterBundle.js?d=0534616	D:/EMPRESA/OdomedSalud01/s.tmimgcdn.com/js/plasma-pocket-react/monsterBundlebf77.js	(from https://www.templatemonster.com/es/demo/65566.html)
23:17:32	48736/48736	---MCZ	200	added ('OK')	text/css	etag:W/%2257d7c1b5-be60%22	https://s.tmimgcdn.com/css/bootstrap.css	D:/EMPRESA/OdomedSalud01/s.tmimgcdn.com/css/bootstrap.css	(from https://s.tmimgcdn.com/css/standalone/livedemo.css?d=6a05089)
23:17:32	2832/2832	---M--	200	added ('OK')	image/png	etag:%225a1d1e75-b10%22	https://s.tmimgcdn.com/img/segmentation-popup/window.png	D:/EMPRESA/OdomedSalud01/s.tmimgcdn.com/img/segmentation-popup/window.png	(from https://s.tmimgcdn.com/css/standalone/livedemo.css?d=6a05089)
23:17:32	3959/3959	---M--	200	added ('OK')	image/png	etag:%225a1d1e75-f77%22	https://s.tmimgcdn.com/img/segmentation-popup/pen.png	D:/EMPRESA/OdomedSalud01/s.tmimgcdn.com/img/segmentation-popup/pen.png	(from https://s.tmimgcdn.com/css/standalone/livedemo.css?d=6a05089)
23:17:33	3279/3279	---M--	200	added ('OK')	image/png	etag:%225a1d1e75-ccf%22	https://s.tmimgcdn.com/img/segmentation-popup/bag.png	D:/EMPRESA/OdomedSalud01/s.tmimgcdn.com/img/segmentation-popup/bag.png	(from https://s.tmimgcdn.com/css/standalone/livedemo.css?d=6a05089)
23:17:33	4366/4366	---M--	200	added ('OK')	image/png	etag:%225a1d1e75-110e%22	https://s.tmimgcdn.com/img/segmentation-popup/gear.png	D:/EMPRESA/OdomedSalud01/s.tmimgcdn.com/img/segmentation-popup/gear.png	(from https://s.tmimgcdn.com/css/standalone/livedemo.css?d=6a05089)
23:17:33	6914/6914	---M--	200	added ('OK')	image/png	etag:%225a1d1e75-1b02%22	https://s.tmimgcdn.com/img/segmentation-popup/triangles.png	D:/EMPRESA/OdomedSalud01/s.tmimgcdn.com/img/segmentation-popup/triangles.png	(from https://s.tmimgcdn.com/css/standalone/livedemo.css?d=6a05089)
23:17:33	1867/1867	---M--	200	added ('OK')	image/png	etag:%225a1d1e75-74b%22	https://s.tmimgcdn.com/img/segmentation-popup/check.png	D:/EMPRESA/OdomedSalud01/s.tmimgcdn.com/img/segmentation-popup/check.png	(from https://s.tmimgcdn.com/css/standalone/livedemo.css?d=6a05089)
23:17:34	2608/2608	---M--	200	added ('OK')	image/gif	etag:%225458a905-a30%22	https://s.tmimgcdn.com/img/small-spinner.gif	D:/EMPRESA/OdomedSalud01/s.tmimgcdn.com/img/small-spinner.gif	(from https://s.tmimgcdn.com/css/owl.theme.css?d=6a05089)
23:17:36	5468/5468	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Dec%202017%2004:17:37%20GMT	https://www.templatemonster.com/es/demo/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/	D:/EMPRESA/OdomedSalud01/www.templatemonster.com/es/demo/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/index.html	(from https://s.tmimgcdn.com/js/plasma-pocket-react/monsterBundle.js?d=0534616)
23:17:36	171/171	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2029%20Dec%202017%2004:17:37%20GMT	https://www.templatemonster.com/es/demo/require	D:/EMPRESA/OdomedSalud01/www.templatemonster.com/es/demo/require.25.delayed	(from https://s.tmimgcdn.com/js/plasma-pocket-react/monsterBundle.js?d=0534616)
23:17:38	5468/5468	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Dec%202017%2004:17:38%20GMT	https://www.templatemonster.com/es/demo/require/	D:/EMPRESA/OdomedSalud01/www.templatemonster.com/es/demo/require/index.html	(from https://s.tmimgcdn.com/js/plasma-pocket-react/monsterBundle.js?d=0534616)
23:17:38	5468/5468	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Dec%202017%2004:17:39%20GMT	https://www.templatemonster.com/es/demo/$&/	D:/EMPRESA/OdomedSalud01/www.templatemonster.com/es/demo/$&/index.html	(from https://s.tmimgcdn.com/js/plasma-pocket-react/monsterBundle.js?d=0534616)
23:17:39	5468/5468	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Dec%202017%2004:17:40%20GMT	https://www.templatemonster.com/es/demo/@@History/	D:/EMPRESA/OdomedSalud01/www.templatemonster.com/es/demo/@@History/index.html	(from https://s.tmimgcdn.com/js/plasma-pocket-react/monsterBundle.js?d=0534616)
